Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B02163,JUNIORS EXPRESS CAR SERVICE INC.,,2019,9,September,1287,0,12
B00387,FORTUNE LIMOUSINES INC,,2019,3,March,303,0,9
B01236,BLS LIMO SVC OF NY INC,,2017,6,June,2998,0,45
B02770,"CAVALIER CAR & LIMOUSINE, INC.",,2021,2,February,120,0,5
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2021,5,May,18,0,4
B01183,ODYSSEY GLOBAL TRANSPORTATION & LIMO LLC.,,2015,11,November,1493,0,36
B01482,SHORE TRANSPORTATION INC,SEASIDE CAR SERVICE,2020,8,August,848,0,6
B02552,INTERSTATE LUXURY LIMOUSINES INC.,,2017,6,June,2713,0,16
B01958,ST.ALBANS-HOLLIS CAR SERVICE INC.,,2019,8,August,3193,0,15
B02868,CHA CHA TRANSPORTATION CORP,,2017,10,October,21,0,4
B01717,HIGH CLASS BRONX LIMO C/S CORP,,2019,11,November,15658,0,101
B00608,SUMMIT CORPORATE CAR INC.,,2019,5,May,1364,0,31
B02782,NEW APP CAR & LIMO INC,,2021,1,January,3477,0,16
B01183,ODYSSEY GLOBAL TRANSPORTATION & LIMO LLC.,,2019,7,July,878,0,293
B02569,LAPUMA GO GREEN LLC,GO GREENRIDE,2020,12,December,23,0,7
B00345,MARTIN'S BELLE HARBOR CAR SERVICE,,2020,11,November,94,0,4
B01339,R C AUDUBON SVC INC,,2021,10,October,5877,0,46
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2022,5,May,804,0,16
B02138,"GUADALUPANA CAR LIMO, INC",,2020,9,September,1864,0,10
B02803,OUTSIDE'S CAR SERVICE INC.,,2022,6,June,1627,0,21
B03267,MANGA TRANSPORTATION CORP,,2021,2,February,300,0,7
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,2016,12,December,25079,0,117
B02594,FENIX MOBILE DISPATCHERS LTD,,2019,10,October,1038,0,5
B01145,ULTRA RADIO DISP INC,,2018,7,July,36710,0,223
B00477,INTA-BORO ACRES INC,,2016,3,March,12103,0,186
B00445,JOE M LEASING CORP,FOUR TWO'S PVT C/S,2019,7,July,8060,0,22
B01846,ROMANTIQUE LIMOUSINE INC.,,2019,11,November,53,0,8
B02180,PEGASUS TRANSPORT SERVICE INC.,,2018,5,May,3,0,1
B01124,COOPERATIVA CLBNA DE CON INC,,2019,4,April,3259,0,30
B00350,CHAMPION CAR & LIMO SVC. INC.,,2019,8,August,6290,0,41
B01717,HIGH CLASS BRONX LIMO C/S CORP,,2020,8,August,10155,0,84
B03194,"SUNNY DAY TRANSPORTATION,CORP",SUN LIGHT CAR AND LIMO,2020,7,July,324,0,4
B02228,SPECIAL RADIO DISP.CORP.,,2017,5,May,2033,0,16
B00419,KOOP DISPATCHING INC.,,2015,6,June,1589,0,15
LYFT,LYFT,LYFT,2019,6,June,4998481,1197047,52185
B03023,HERMANY LIMO TRANSPORTATION LLC,,2018,11,November,950,0,11
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2021,7,July,3056,0,11
B02573,SUNSET PARK CAR SERVICE INC,,2020,10,October,3279,0,19
B03128,RIDE SMART CORP.,,2022,6,June,1256,0,10
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2017,7,July,315,0,3
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2021,11,November,176,0,1
B02182,"FINEST CAR SERVICE, LLC",,2020,10,October,5906,0,78
B01800,EMPIRE INTERNATIONAL LTD.,,2017,5,May,11381,0,306
B01984,NY 88 EXPRESS CORP.,,2019,6,June,23219,0,126
B03034,PURPLE HEART TRANSPORATATION INC.,,2018,9,September,5465,0,24
B01222,ANDREA CAR SVCE INC,,2015,4,April,34,0,7
B01280,BENSONHURST RIDE INC.,,2020,6,June,669,0,4
B02293,XPRESS TRANSPORT & MULTI SERVICE INC.,,2018,1,January,1691,0,8
B01349,CAPRICORN LIMO SVC INC,,2021,5,May,257,0,7
B03105,MAZNA TRANSPORTATION CORPORATION,,2022,6,June,402,0,18
B03002,"REYNO,INC.",,2020,7,July,2341,0,26
B02681,DIRECT CAR & LIMO SERVICE INC.,,2016,4,April,93,0,4
B01349,CAPRICORN LIMO SVC INC,,2019,5,May,976,0,19
B02254,"FINESSE GROUP LIMOUSINE,INC.",,2018,12,December,593,0,5
B01045,CAPRICE CAR SERVICE NO.2 INC.,,2018,11,November,2305,0,15
B01990,SUK INCORPORATED,RAINBOW LIMO,2016,1,January,847,0,50
B01231,GO CAR CORP.,,2021,2,February,14622,0,154
B01764,QUICK RIDE CORP.,,2018,1,January,709,0,11
B02614,MEXICO LA  NEW POBLANITA EXPRESS INC.,,2016,9,September,4344,0,26
B01644,MUSIC EXPRESS/N.Y. INC,,2018,5,May,28,0,1
B00827,"CASTLE CAR SERVICE, INC",,2022,2,February,486,0,3
B02424,FRIENDLY RIDE INC,,2022,6,June,532,0,17
B01118,INTERNATIONAL CAR SERVICE INC.,,2020,8,August,1170,0,32
B02416,"NEW STORM CAR SERVICE, INC.",,2020,1,January,6115,0,9
B00987,MARLBORO CAR SERVICE INC.,,2017,12,December,92,0,1
B00039,BERMUDA LIMOUSINE SERVICE INC.,,2016,6,June,1175,0,51
B02167,MADISON LIMOUSINE INC,,2022,4,April,40,0,2
B02825,GUADALUPANA II CAR & LIMO INC,,2016,1,January,2296,0,8
B02611,SS LIMOUSINE SERVICE INC,,2017,5,May,58,0,5
B02901,GALLANT LUXURY SERVICE CORP.,,2021,8,August,469,0,4
B00325,CONTINENTAL RADIO DISPATCH CORP.,,2016,3,March,2766,0,32
B02470,VAHANA INC.,,2015,4,April,452,0,12
B00900,BIG Q CAR SVC. INC.,,2020,10,October,18752,0,83
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2017,7,July,5947,0,48
B00552,HINO-MARU ENTERPRISES INC.,,2017,4,April,948,0,45
B00628,"CONCORD LIMOUSINE 1, LLC",,2019,12,December,5980,0,198
B02566,GSL LIMOUSINES CORP.,,2020,3,March,228,0,9
B01764,QUICK RIDE CORP.,,2017,5,May,752,0,11
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,NYMEX CAR SERVICE,2020,4,April,831,0,26
B00202,"EXCELSIOR CAR & LIMO, INC.",,2017,6,June,309,0,9
B02975,LI YANG LIMOUSINE INC,,2020,6,June,1149,0,7
B02207,"EASTERN LUXURY, INC.",,2016,12,December,394,0,94
B03380,ELECTRIC PEPPERS LLC,,2021,12,December,15944,0,49
B01311,DISCOUNT CAR SVCE,,2015,10,October,1914,0,10
B03022,BLACK CAR EXPRESS.COM CORP,,2018,1,January,302,0,9
B03074,BLACKBIRD WORLDWIDE CORP,,2020,1,January,310,0,11
B01311,DISCOUNT CAR SVCE,,2022,5,May,366,0,4
B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,2017,10,October,26,0,11
B02929,OTTOMAN TRANSPORTATION INC.,,2021,10,October,181,0,2
B02180,PEGASUS TRANSPORT SERVICE INC.,,2019,4,April,24,0,5
B01236,BLS LIMO SVC OF NY INC,,2018,1,January,1994,0,81
B02440,MLL LIMOUSINE SERVICES INC.,,2019,1,January,517,0,25
B01381,CLASSIC CAR SERVICE CORP.,PAISA CLASSIC,2021,5,May,1522,0,13
B02463,MORENITA EXPRESS CAR SERVICE INC.,,2019,3,March,1083,0,7
B02917,C & A BLACK CAR CORP.,,2017,1,January,139,0,27
B02243,BARONAS LUXURY II INC,,2017,11,November,7942,0,110
B02167,MADISON LIMOUSINE INC,,2018,6,June,61,0,7
B02790,"LAN TIAN CAR SERVICE, INC",,2018,7,July,2,0,2
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2018,10,October,10722,0,164
B00255,CAUTIOUS CARS CORP,,2019,10,October,235,0,15
B03048,ATLANTIS TRANSPORTATION SERVICES INC,,2018,10,October,1850,0,11
B01420,A.M.N. MANAGEMENT INC.,ALWAYS READY C/S,2019,6,June,780,0,6
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2021,5,May,4556,0,36
B02217,PCS LIMOUSINE INC.,,2015,11,November,634,0,10
B02248,HYBRID LIMO EXPRESS INC.,,2015,4,April,243,0,1
B02102,"GOLDEN DRAGON EXPRESS, INC",,2016,3,March,522,0,6
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2020,11,November,2605,0,19
B01614,R TRANSPORT INC,,2016,3,March,1223,0,13
B02661,MIC-LOU CAR SERVICES_LLC,LULU CAR SERVICES,2021,8,August,1214,0,10
B00369,BOULEVARD OPERATING INC.,,2016,9,September,573,0,19
B02334,"GROUND TRAVEL SERVICES II, LTD.",GTS,2019,12,December,455,0,20
B01145,ULTRA RADIO DISP INC,,2020,8,August,37115,0,198
B00647,KISS CAR SERVICE INC,,2018,9,September,41454,0,204
B00149,RAINBOW RAD DISP INC,,2017,11,November,3935,0,31
B03160,"CURB TRANSPORTATION SERVICES,LLC",CURB MOBILITY-CURB TRANS,2020,8,August,22145,0,444
B02774,ALFRED HOLDINGS INC.,ALFRED EXECUTIVE TRANSPORTATION,2021,10,October,720,0,52
B01183,ODYSSEY GLOBAL TRANSPORTATION & LIMO LLC.,,2018,10,October,1217,0,25
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2018,10,October,13483,0,67
B02133,"TWR CAR & LIMO, INC.",,2017,12,December,14634,0,157
B00346,MERRICK C/S INC,,2017,2,February,1539,0,8
B00746,BAMADU CAR SVCE,,2017,5,May,792,0,12
B02546,X RADIO DISPATCHER INC.,,2015,9,September,681,0,4
B00889,MEXICANA CAR SERVICE INC.,,2020,10,October,3098,0,16
B01145,ULTRA RADIO DISP INC,,2018,2,February,20353,0,123
B02026,A RIDE FOR ALL LLC,,2020,8,August,17,0,2
B01651,U.P.S. RADIO DISPATCH CORP.,WIRELESS CAR SERVICE,2016,5,May,16186,0,114
B02551,CHIEF LIMO INC.,,2016,3,March,284,0,7
B02551,CHIEF LIMO INC.,,2017,8,August,8,0,5
B01949,FIRST CLASS OF NEW YORK INC.,NEW YORK FIRST CLASS,2019,1,January,1044,0,35
B00039,BERMUDA LIMOUSINE SERVICE INC.,,2016,3,March,1432,0,56
B00014,NY ONE CORP CAR INC,,2018,6,June,5145,0,133
B02849,BROOKLYN RIDES CORP,,2018,7,July,13054,3,114
B02148,MAVRIK TRANS INC.,,2017,9,September,505,0,32
B03030,Q-FIRST LIMOUSINE CORP.,,2019,9,September,133,0,11
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2015,10,October,3492,0,59
B03326,RESQ RIDE CORP.,,2022,3,March,483,0,9
B01233,NEW LACONIA RAD DISP INC,,2020,11,November,5351,0,31
B02330,"OCHO LUXURY CAR, INC.",ACAPOLCO EXPRESS,2020,5,May,494,0,8
B02658,ASCONA CAR SERVICE INC.,,2021,10,October,634,0,6
B02856,MARIACHI CAR SERVICE INC,,2021,11,November,1051,0,11
B02034,NEW IMPERIAL CAR SERVICE INC,,2016,12,December,2113,0,8
B03268,NEZA EXPRESS INC.,,2020,3,March,420,0,3
B01466,FIVE STAR,,2020,9,September,3556,0,16
B00056,TRANSIT PRIVATE CAR SERVICE INC.,,2021,10,October,387,0,9
b00639,ROCAPULCO CAR SERVICE INC.,,2015,5,May,3885,0,18
B02599,CMS LIMO INC.,,2018,6,June,550,0,9
B02229,NEW FAT INC.,ELEGANTE,2016,8,August,5367,0,38
B01710,"79 MASADA III, INC.",MASADA III,2017,7,July,309,0,8
B02292,NEW YORK APPLE V.I.P. CORP,,2017,3,March,1921,0,7
B02774,ALFRED HOLDINGS INC.,ALFRED EXECUTIVE TRANSPORTATION,2020,10,October,38,0,5
B00160,JAFFA CAR & LIMO SVC INC,,2019,9,September,2603,0,14
B00889,MEXICANA CAR SERVICE INC.,,2017,6,June,12879,0,61
B01467,NEW EXPERIENCE #1 INC,,2016,4,April,18304,0,94
B01016,810 CAR SVCE CORP,,2022,6,June,4080,0,21
B03283,NORWOOD CAR @ LIMO INC.,,2021,10,October,1142,0,6
B03126,YUR DRIVERS NETWORK INC,,2020,8,August,314,0,10
B02774,ALFRED HOLDINGS INC.,ALFRED EXECUTIVE TRANSPORTATION,2018,11,November,255,0,14
B00008,T-D MAINTENANCE CORP,FOUR ONES CAR SERVICE,2018,12,December,1062,0,14
B02770,"CAVALIER CAR & LIMOUSINE, INC.",,2021,1,January,105,0,5
B02292,NEW YORK APPLE V.I.P. CORP,,2017,10,October,1778,0,9
B02285,"VALERA GLOBAL, INC.",,2016,8,August,1986,0,88
B00369,BOULEVARD OPERATING INC.,,2020,3,March,354,0,3
B02144,"SILVER STAR LIMOUSINES, INC.",,2016,2,February,327,0,11
B00972,N.J.M.INC.,MID ISLAND CAR SVCE,2018,5,May,4647,0,14
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,2020,3,March,2277,0,24
B02655,LONG ISLAND CITY CAR AND LIMO INC.,A2B CORPORATE SEDAN,2020,12,December,75,0,3
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2020,3,March,4236,0,70
B02050,"MAZIN  CAR & LIMO SVC., LLC",,2017,2,February,8579,0,12
B02397,CHICO EXPRESS CORP. 2,,2016,3,March,2343,0,9
B01051,B Q N C/S CORP,,2020,8,August,8172,0,46
B02173,ADMIRE LLP LLC,,2017,12,December,200,0,10
B00160,JAFFA CAR & LIMO SVC INC,,2019,4,April,2861,0,15
B02460,CABOT LIMO NY CORP.,,2017,6,June,1100,0,27
B02248,HYBRID LIMO EXPRESS INC.,,2016,9,September,1188,0,8
B03030,Q-FIRST LIMOUSINE CORP.,,2018,11,November,158,0,9
B01236,BLS LIMO SVC OF NY INC,,2016,5,May,3091,0,56
B01336,BAY EXPRESS CORP.,,2021,5,May,1451,0,9
B01145,ULTRA RADIO DISP INC,,2017,12,December,47039,0,272
B01087,ELITE LIMO PLUS INC,,2017,2,February,9693,0,263
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2018,2,February,9885,0,63
B01315,"V.I.T. CAR SERVICE, INC.",,2018,4,April,18478,0,83
B02311,FAST CITY CAR & LIMO SVC INC.,,2018,3,March,2230,0,14
B01406,GOTHAM CAR SERVICE INC.,LEGEND CAR SERVICE,2017,12,December,574,0,7
B01146,CHURCH AVE C/S INC,,2017,10,October,8025,0,40
b00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2016,6,June,12744,0,25
B01470,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2021,11,November,2019,0,21
B01803,"V.I.P. CONNECTION, INC.",CARLINK,2019,10,October,1579,0,81
B02834,811 TRANSIT CORP,,2016,3,March,443,0,13
B02797,CJ LIMOUSINE LLC,,2021,3,March,199,0,11
B01553,CITY LINE CAR SERVICE INC,,2017,8,August,8085,0,46
B03310,"BURAQ-NY, LLC",,2021,1,January,3,0,1
B02418,PLUSH SERVICES CORP,,2021,3,March,463,0,4
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,2020,2,February,2008,0,25
B03055,EXPLORER EXPRESS INC,,2018,4,April,835,0,20
B00381,BELL RADIO INC,,2017,8,August,4693,0,106
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",,2022,6,June,660,0,36
B00889,MEXICANA CAR SERVICE INC.,,2016,4,April,19462,0,77
B02308,NORWOOD CAR & LIMO INC.,,2016,1,January,1341,0,23
B03157,CAPRICE CAR SERVICE CORP.,,2022,1,January,3725,0,35
B03028,CASTILLO CAR & LIMO INC,,2021,5,May,710,0,3
B00937,RIVERSIDE RADIO DISPATCHER,,2022,3,March,10203,0,56
B01148,EVELYN CAR SERVICE INC,,2017,9,September,1277,0,13
B01436,NEW PRONTO TRANSP INC,,2018,9,September,705,0,13
B02989,GOOD FRIENDS CAR SERVICE INC,,2019,11,November,691,0,20
B03230,"THE BEST WE CAN TRANSPORTATION, INC.",,2019,5,May,1,0,1
B01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2018,1,January,3720,0,13
B02532,COZY RIDE LIMOUSINE INC,COZY TRANSIT,2021,11,November,430,0,7
B01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2017,11,November,810,0,13
B01268,LAKEVIEW CARS INC.,CLOVE LAKE CARS,2021,1,January,1922,0,106
B02629,CARLUX LIMO INC.,,2018,12,December,252,0,22
UBER,UBER,UBER,2019,11,November,15610941,1156047,71965
B02990,GO MY SEDAN LLC,,2018,11,November,545,0,15
B02998,GENESIS LUXURY TRANSPORTATION CORP.,,2020,11,November,407,0,16
B02702,NEW SAFARI CAR & LIMO INC.,,2015,10,October,87,0,2
B02429,SEAGULL RIDE CORP,,2017,2,February,3540,0,10
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2020,9,September,388,0,17
B00552,HINO-MARU ENTERPRISES INC.,,2018,11,November,419,0,36
B01288,NEW ELEGANTE CAR SVC INC,ELEGANTE,2020,9,September,219,0,4
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2018,3,March,134,0,6
B00647,KISS CAR SERVICE INC,,2021,5,May,13169,0,71
B01764,QUICK RIDE CORP.,,2017,9,September,738,0,11
B01315,"V.I.T. CAR SERVICE, INC.",,2019,3,March,13595,0,65
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2015,8,August,6223,0,27
B02968,NEW GENERATION BLACK CAR TRANSPORTATION CORP.,,2019,10,October,5602,0,26
B00001,LONDON TOWNCARS INC,,2016,2,February,1844,0,40
B00411,FONE-A-CAR INC,,2019,5,May,1132,0,47
B02655,LONG ISLAND CITY CAR AND LIMO INC.,A2B CORPORATE SEDAN,2015,5,May,23,0,10
B01436,NEW PRONTO TRANSP INC,,2021,5,May,95,0,4
B02531,CLEAN AIR CAR SERVICE AND PARKING CORP.,,2015,12,December,4147,0,43
B00692,"CHEERS DISPATCH,INC.",SEVENTH AVE CAR SERVICE,2020,1,January,2761,0,12
B03074,BLACKBIRD WORLDWIDE CORP,,2020,4,April,15,0,5
B02004,METROPOLITAN MULTIPLEX CAR SERVICE CORP.,,2018,9,September,691,0,5
B00310,WATSON CAR SERVICE INC.,,2015,1,January,44520,0,178
B00369,BOULEVARD OPERATING INC.,,2017,12,December,1997,0,22
B02729,LOW TOUCH LUXURY INC.,,2017,1,January,357,0,3
B02857,MATHES SERVICE INC.,NUNU ROCHDALE CAR SERVICE,2018,6,June,1324,0,6
B00445,JOE M LEASING CORP,FOUR TWO'S PVT C/S,2019,1,January,8063,0,22
B02970,FLYTE LINE TRANSPORTATION LLC,ADDISON LEE,2019,1,January,4922,0,117
B02180,PEGASUS TRANSPORT SERVICE INC.,,2017,7,July,116,0,14
B02037,KINGSDALE DISPATCH INC,,2021,7,July,558,0,4
B00030,TREMONT DISPATCHING CORP,,2018,5,May,825,0,7
B01553,CITY LINE CAR SERVICE INC,,2017,2,February,11405,0,56
B00856,BEE-BEE CAR SERVICE INC.,,2016,10,October,19579,0,85
B02416,"NEW STORM CAR SERVICE, INC.",,2020,4,April,2145,0,8
B01998,FIRST CORPORATE SEDANS INC.,,2016,4,April,11504,0,304
B01644,MUSIC EXPRESS/N.Y. INC,,2021,6,June,610,0,27
B02767,KISMET INTERNATIONAL INC.,,2017,11,November,123,0,10
B02133,"TWR CAR & LIMO, INC.",,2019,12,December,14581,0,171
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2020,2,February,36157,0,263
B03276,510 BLACK CAR CORP.,,2020,8,August,109,0,4
B00345,MARTIN'S BELLE HARBOR CAR SERVICE,,2022,1,January,66,0,4
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2020,2,February,1715,0,22
B02667,LEON LUXURY LIMO INC,,2017,9,September,27,0,3
B01623,JAMAICA EXPRESS CAR SERVICE INC.,SUNSHINE CAR SERVICE,2015,12,December,1808,0,9
B01800,EMPIRE INTERNATIONAL LTD.,,2016,2,February,10374,0,319
B02355,BWJ GROUP INC,,2018,5,May,748,0,3
B01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,,2019,3,March,1325,0,5
B02298,NYG LIMOUSINE LLC,,2022,6,June,179,0,3
B02429,SEAGULL RIDE CORP,,2020,1,January,6152,0,25
B00972,N.J.M.INC.,MID ISLAND CAR SVCE,2019,11,November,4253,0,17
B03041,PUEBLA CITY INC.,,2021,12,December,1375,0,10
B00477,INTA-BORO ACRES INC,,2018,1,January,9339,0,158
B01312,BROOKLYN RAD DISP INC,,2020,1,January,2408,0,15
B00457,PREMIUM BRONX CORP,,2019,1,January,6038,0,36
B03156,EPIC CAR SERVICE INC.,,2022,6,June,2501,0,23
B02557,185 MALTA CAR SERVICE LLC,,2016,5,May,445,0,11
B00277,ALL CITY CORP TRANS INC,,2021,5,May,1423,0,155
B02050,"MAZIN  CAR & LIMO SVC., LLC",,2021,2,February,387,0,5
B02809,NBT TRANSPORTATION INC,,2020,5,May,159,0,3
B00013,LOVE CORPORATE CAR INC,,2016,12,December,3977,0,112
B00536,"WINTHROP HOLDING OF NEW YORK, INC",,2018,6,June,4331,0,19
B01389,METRO LUXURY INC,,2016,2,February,2588,0,56
B01312,BROOKLYN RAD DISP INC,,2021,6,June,24778,0,237
B02687,ECO RIDE INC.,ELECTRIC BLUE CAR SERVICE,2021,8,August,921,0,4
B01288,NEW ELEGANTE CAR SVC INC,ELEGANTE,2020,3,March,830,0,8
B02557,185 MALTA CAR SERVICE LLC,,2018,12,December,1438,0,6
B02695,SEE USA TOURS INC.,,2016,3,March,223,0,5
B02550,AGAPE LUXURY CORP.,,2018,2,February,29481,0,294
B00882,U N C CAR & LIMO SERVICE,,2017,12,December,187,0,8
b00827,"CASTLE CAR SERVICE, INC",,2016,7,July,2443,0,19
B02980,ADVANTAGE LIMO OF NY INC,,2018,4,April,110,0,5
B01318,LOWER EAST SIDE C/S CORP,,2018,12,December,5076,0,26
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2021,8,August,800,0,7
B01726,SUPER CLASS RADIO DISP INC,,2017,9,September,15259,0,110
B02838,THA MAYA CAR SERVICE INC,,2020,1,January,554,0,8
B00987,MARLBORO CAR SERVICE INC.,,2018,11,November,2541,0,11
B01118,INTERNATIONAL CAR SERVICE INC.,,2016,12,December,3609,0,101
B02026,A RIDE FOR ALL LLC,,2018,9,September,49,0,1
B01444,REGO PARK EXPRESS INC.,,2015,12,December,7985,0,21
B02688,KJ TRANSPORTATION,,2018,3,March,1442,0,19
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2019,8,August,5031,0,25
B01346,ARECIBO C/S INC,,2020,6,June,1202,0,14
B02715,GROUNDANYWHERE LLC,,2017,12,December,16137,0,621
B03030,Q-FIRST LIMOUSINE CORP.,,2019,4,April,168,0,10
B03022,BLACK CAR EXPRESS.COM CORP,,2020,3,March,18,0,2
B01710,"79 MASADA III, INC.",MASADA III,2021,11,November,9116,0,38
B02727,OSCAR LIMOUSINE INC,,2019,8,August,299,0,5
B01492,MOBILE #1 CAR SERVICE INC.,,2018,2,February,55,0,7
B02461,NEW HEAVEN RADIO DISPATCH CORP,,2020,5,May,2622,0,30
B01529,J.I.G. TRANSPORT CORP.,ECKFORD CAR SERVICE,2016,4,April,900,0,7
B00756,T & S HILLSIDE INC.,RED CAP CAR SERVICE,2021,10,October,4628,0,24
B00827,"CASTLE CAR SERVICE, INC",,2019,11,November,1052,0,4
B03200,L & J LOGISTICS CORP.,,2021,12,December,48,0,2
B01452,AREAS TRANSP INC,,2020,2,February,2048,0,12
B02658,ASCONA CAR SERVICE INC.,,2020,2,February,1288,0,9
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,,2017,9,September,1757,0,11
b01013,AMERICANA TRANSPORTATION LLC,,2016,4,April,1693,0,9
B02995,"ACCREDITED LIMOUSINE SERVICE, LLC",,2017,1,January,138,0,7
B00225,DELANCEY TRANSPORTATION INC.,,2018,5,May,8535,0,46
B02522,CHAUFFEURED EXECUTIVE TRANSPORTATION LLC,,2021,5,May,27,0,2
B00222,"REYNO CAR SVC, INC.",,2017,7,July,3443,0,22
B01803,"V.I.P. CONNECTION, INC.",CARLINK,2016,12,December,3290,0,92
B02217,PCS LIMOUSINE INC.,,2022,5,May,214,0,9
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2020,7,July,33,0,6
B00937,RIVERSIDE RADIO DISPATCHER,,2017,1,January,54868,0,305
B02532,COZY RIDE LIMOUSINE INC,COZY TRANSIT,2018,6,June,121,0,1
B02103,A & S LIMOUSINE SERVICE CORP,,2018,11,November,4885,0,29
B02207,"EASTERN LUXURY, INC.",,2021,3,March,3,0,3
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2020,9,September,46,0,7
B00296,PRIME TIME TRANS. INC,,2016,9,September,1851,0,44
B02846,DLS TRANSPORTATION CORP.,,2021,8,August,2242,0,20
B01644,MUSIC EXPRESS/N.Y. INC,,2018,7,July,36,0,1
B00639,ROCAPULCO CAR SERVICE INC.,,2018,12,December,2414,0,5
B00984,P J CAR SVCE,,2017,3,March,3074,0,9
B03367,SHOW LIMO CORP.,,2021,10,October,106,0,11
b00833,OMEGA CAR SERVICE INC.,,2020,3,March,343,0,3
B00411,FONE-A-CAR INC,,2019,9,September,943,0,44
B01742,"AVALON TRANSPORTATION, LLC",,2016,9,September,752,0,24
B03248,GUEST TRAVEL SERVICE INC.,GTS TRANSPORTATION,2019,12,December,5,0,2
B02101,EXEC TRANSPORT INC,EAST COAST WORLDWIDE LIMOUSINE,2020,6,June,646,0,26
B02229,NEW FAT INC.,ELEGANTE,2020,12,December,603,0,8
B01109,UNITED EXP C/L SVCE,,2015,10,October,17487,0,90
B02416,"NEW STORM CAR SERVICE, INC.",,2018,5,May,2844,0,8
B01339,R C AUDUBON SVC INC,,2016,9,September,13368,0,128
B00457,PREMIUM BRONX CORP,,2017,1,January,25858,0,222
B02050,"MAZIN  CAR & LIMO SVC., LLC",,2020,8,August,47,0,1
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2020,2,February,398,0,15
B01734,AMERICAN DREAM CAR SERVICE INC.,,2019,9,September,33,0,3
B01710,"79 MASADA III, INC.",MASADA III,2016,3,March,1656,0,22
B02597,"RUDY'S LIMOUSINE SERVICE, INC.",RUDY'S EXECUTIVE TRANSPORTATION,2015,7,July,28,0,11
B02717,ZOOM CAR SERVICE INC.,,2017,7,July,1613,0,5
B02406,MY SEDAN LLC,,2018,5,May,735,0,10
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2021,11,November,201,0,6
B01263,"RACHEL'S CAR SERVICE,INC.",,2018,6,June,5008,0,15
B03110,BETTER CAR & LIMOUSINE SERVICE INC,BELTWAY CAR SERVICE,2019,12,December,429,0,4
B03015,TRI-COUNTY BLACK CARS INC,,2021,4,April,2579,0,10
B02569,LAPUMA GO GREEN LLC,GO GREENRIDE,2019,8,August,764,0,26
B02655,LONG ISLAND CITY CAR AND LIMO INC.,A2B CORPORATE SEDAN,2018,7,July,30,0,6
B02724,PRIME TIME LIMOUSINE INC.,PRIME TIME GLOBAL,2018,7,July,270,0,23
B00385,DELINCE CAR LIVERY SERVICE CORP.,WHITE TOP CAR SERVICE,2016,7,July,737,0,34
B01625,GLOBE CAR SERVICE INC,,2021,4,April,208,0,1
B01989,"ICS-NY, INC.",,2018,1,January,287,0,20
B02629,CARLUX LIMO INC.,,2015,10,October,380,0,9
B02401,NORTHSIDE BK LLC,,2022,4,April,1980,0,37
