License Number,Entity Name,Telephone Number,SHL Endorsed,Building,Street,City,State,Postcode,Type of Base,Latitude,Longitude,Date,Time,Location
B01730,LUCKY EXPRESS CORPORATION,2122198886,No,47,LUDLOW STREET,NEW YORK,NY,10002,LIVERY BASE,40.71642,-73.99046,07/12/2023,18:00:13,"(40.71642, -73.99046)"
B90533,"ALL AROUND TRANS, INC.",7183326033,No,2433,KNAPP STREET  SUITE 101 D,BROOKLYN,NY,11235,PARATRANSIT BASE,40.591779,-73.960354,07/12/2023,18:00:13,"(40.591779, -73.960354)"
B03355,MANA TRANSPORTATION INC.,9173619112,No,912,SOUNDVIEW AVENUE SUITE 7 2ND FL.,BRONX,NY,10473,BLACK CAR BASE,40.8234499,-73.8678681,07/12/2023,18:00:13,"(40.8234499, -73.8678681)"
B03388,BEN'S INTERNATIONAL LUXURY TRANSPORTATION LLC,7272035757,No,159,TREETOP CIRCLE,NANUET,NY,10954,LUXURY/LIMOUSINE,41.1163285,-74.0206606,07/12/2023,18:00:13,"(41.1163285, -74.0206606)"
B02987,7 WAYS TRANSPORTATION CORP.,7182555644,No,2387,WESTCHESTER AVENUE,BRONX,NY,10461,BLACK CAR BASE,40.8371702,-73.8467134,07/12/2023,18:00:13,"(40.8371702, -73.8467134)"
B01482,SHORE TRANSPORTATION INC,7186466666,No,3173,CONEY ISLAND AVENUE,BROOKLYN,NY,11235,LIVERY BASE,40.57861,-73.95948,07/12/2023,18:00:13,"(40.57861, -73.95948)"
B03269,"KID CAR NY,LLC",2128627233,No,603,W 115TH ST  226,NEW YORK,NY,10025,BLACK CAR BASE,40.8076902,-73.964872,07/12/2023,18:00:13,"(40.8076902, -73.964872)"
B02243,BARONAS LUXURY II INC,7184244141,No,1804,RANDALL AVENUE,BRONX,NY,10473,BLACK CAR BASE,40.816803,-73.862557,07/12/2023,18:00:13,"(40.816803, -73.862557)"
B02167,MADISON LIMOUSINE INC,7187679210,No,18-31,COLLEGE POINT BOULEVARD,COLLEGE POINT,NY,11356,BLACK CAR BASE,40.782244,-73.8456,07/12/2023,18:00:13,"(40.782244, -73.8456)"
B02800,FLATIRON TRANSIT LLC,7187904661,No,31 - 00,47TH  AVENUE  2ND FLOOR,LIC,NY,11101,BLACK CAR BASE,40.74393,-73.98819,07/12/2023,18:00:13,"(40.74393, -73.98819)"
B90034,"NEW YORK CITY AMBULETTE, LLC",7188052500,No,601,BRIGHTON BEACH AVENUE  UNIT #2,BROOKLYN,NY,11235,PARATRANSIT BASE,40.577898,-73.961479,07/12/2023,18:00:13,"(40.577898, -73.961479)"
B02390,TEL AVIV CAR & LIMOUSINE SERVICE INC.,8002229888,No,43-23,35 STREET,LIC,NY,11101,LIVERY BASE,40.745471,-73.929332,07/12/2023,18:00:13,"(40.745471, -73.929332)"
B02661,MIC-LOU CAR SERVICES_LLC,7187204444,No,2,TOMPKINS AVE,STATEN ISLAND,NY,10304,LIVERY BASE,40.615388,-74.08496,07/12/2023,18:00:13,"(40.615388, -74.08496)"
B02749,FACE LIMO INC,7184337697,No,111-15A,ROOSEVELT AVENUE  1FL,CORONA,NY,11368,BLACK CAR BASE,40.744986,-73.86426,07/12/2023,18:00:13,"(40.744986, -73.86426)"
B03326,RESQ RIDE CORP.,8443477377,No,514,UNION AVE,MT. VERNON,NY,10550,BLACK CAR BASE,40.8996325,-73.8286138,07/12/2023,18:00:13,"(40.8996325, -73.8286138)"
B02731,EMES OF BOROPARK CAR SERVICE INC,7188715400,No,5401,13 AVENUE,BROOKLYN,NY,11219,LIVERY BASE,40.631994,-73.99489,07/12/2023,18:00:13,"(40.631994, -73.99489)"
B03447,HELP TRANSPORTATION GROUP LLC,9174718630,No,1231,LAFAYETTE AVENUE  SUIT L2,BRONX,NY,10474,BLACK CAR BASE,40.8319722,-73.8905847,07/12/2023,18:00:13,"(40.8319722, -73.8905847)"
B00009,T-D MAINTENANCE,7184561111,No,127-01,METROPOLITAN AVENUE,KEW GARDENS,NY,11415,LIVERY BASE,40.70681,-73.877681,07/12/2023,18:00:13,"(40.70681, -73.877681)"
B03318,LA LEGENDA CORP.,7188617675,No,914,SOUNDVIEW AVENUE,BRONX,NY,10473,BLACK CAR BASE,40.8235417,-73.867861,07/12/2023,18:00:13,"(40.8235417, -73.867861)"
B03051,VILLE DE LA LIBERTE CHAUFFEUR INC,3476232651,No,689,SENECA AVENUE,RIDGEWOOD,NY,11385,BLACK CAR BASE,40.7030448,-73.9076397,07/12/2023,18:00:13,"(40.7030448, -73.9076397)"
B03248,GUEST TRAVEL SERVICE INC.,7186662424,No,545,EAST JERICHO TURNPIKE,HUNTINGTON STAT,NY,11746,BLACK CAR BASE,40.8327686,-73.3913011,07/12/2023,18:00:13,"(40.8327686, -73.3913011)"
B03062,BQN VOUCHER INC,6462716133,No,1106,GARRISON AVENUE,BRONX,NY,10474,BLACK CAR BASE,40.8196364,-73.8891842,07/12/2023,18:00:13,"(40.8196364, -73.8891842)"
B03138,WST LIMOUSINE LLC,6469925578,No,78,CHICHESTER RD,HUNTINGTON,NY,11743,BLACK CAR BASE,40.8190475,-73.4197493,07/12/2023,18:00:13,"(40.8190475, -73.4197493)"
B03324,PORT RICHMOND BLACK CAR INC.,3478587131,No,103,PORT RICHMOND AVENUE,STATEN ISLAND,NY,10302,BLACK CAR BASE,40.6383995,-74.1327609,07/12/2023,18:00:13,"(40.6383995, -74.1327609)"
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",7184386262,No,4409,5TH AUENUE,BROOKLYN,NY,11220,BLACK CAR BASE,40.64816,-74.00679,07/12/2023,18:00:13,"(40.64816, -74.00679)"
B01351,HADERECH CAR SERVICE INC,7185696929,No,876,MC DONALD AVENUE,BROOKLYN,NY,11218,LIVERY BASE,40.629082,-73.98057,07/12/2023,18:00:13,"(40.629082, -73.98057)"
B03254,TEMPO TRANSPORTATION CORP.,9174421822,No,34-18,NORTHERN BOULEVARD,LIC,NY,11101,BLACK CAR BASE,40.7517583,-73.929177,07/12/2023,18:00:13,"(40.7517583, -73.929177)"
B03327,DAHLIA TRANSPORTATION CORP.,3472977665,No,2322,ARTHUR AVENUE  #210,BRONX,NY,10458,BLACK CAR BASE,40.8538364,-73.8888478,07/12/2023,18:00:13,"(40.8538364, -73.8888478)"
B01029,ZION CAR SERVICE INC.,7188714000,No,4920,NEW UTRECHT AVENUE,BROOKLYN,NY,11219,LIVERY BASE,40.636171,-73.995073,07/12/2023,18:00:13,"(40.636171, -73.995073)"
B03502,UNNIFIRST CAR SERVICE CORP.,7189246666,No,1231,LAFAYETTE AVE  STE. L2,BRONX,NY,10474,BLACK CAR BASE,40.8165858,-73.8908315,07/12/2023,18:00:13,"(40.8165858, -73.8908315)"
B01389,METRO LUXURY INC,7186654900,No,625,EAST  137 STREET,BRONX,NY,10454,LIVERY BASE,40.805521,-73.9159,07/12/2023,18:00:13,"(40.805521, -73.9159)"
B02926,SAI EXECUTIVE LIMO CORP,6469200000,No,4,DORIS RD,HICKSVILLE,NY,11801,LUXURY/LIMOUSINE,40.754119,-73.526293,07/12/2023,18:00:13,"(40.754119, -73.526293)"
B01663,CIBAO RADIO DISPATCH,7184782300,Yes,112-44,ROOSEVELT AVENUE,CORONA,NY,11368,LIVERY BASE,40.752202,-73.85365,07/12/2023,18:00:13,"(40.752202, -73.85365)"
B03230,"THE BEST WE CAN TRANSPORTATION, INC.",7188807973,No,509,EAST  163 STREET,BRONX,NY,10451,BLACK CAR BASE,40.8245572,-73.9091714,07/12/2023,18:00:13,"(40.8245572, -73.9091714)"
B02588,ND LINE INC.,2124200101,No,84,CLINTON STREET,NEW YORK,NY,10002,BLACK CAR BASE,40.718549,-73.98515,07/12/2023,18:00:13,"(40.718549, -73.98515)"
B03081,DLS CAR AND LIMOUSINE SERVICE CORP,2125751426,No,623,MEACHAM AVENUE,ELMONT,NY,11003,BLACK CAR BASE,40.6910151,-73.6907346,07/12/2023,18:00:13,"(40.6910151, -73.6907346)"
B03117,RELY-ON-US CAR SERVICE INC,3472948602,No,250,JACKSON AVENUE,BRONX,NY,10454,BLACK CAR BASE,40.8051087,-73.9123771,07/12/2023,18:00:13,"(40.8051087, -73.9123771)"
B00446,COMMUNICAR INCORPORATED,7184181100,No,73-10,88 STREET,GLENDALE,NY,11385,BLACK CAR BASE,40.70868,-73.863547,07/12/2023,18:00:13,"(40.70868, -73.863547)"
B02248,HYBRID LIMO EXPRESS INC.,7186434600,No,241,37 STREET  STE#1-4-B460,BROOKLYN,NY,11232,BLACK CAR BASE,40.678782,-73.989979,07/12/2023,18:00:13,"(40.678782, -73.989979)"
B00053,CHARGE AND RIDE INC,7183921824,No,41-24,38 STREET,LIC,NY,11101,BLACK CAR BASE,40.745304,-73.95305,07/12/2023,18:00:13,"(40.745304, -73.95305)"
B02536,SEAGULL RIDE CORP,7187033333,No,2692,CONEY ISLAND AVENUE,BROOKLYN,NY,11235,LIVERY BASE,40.59092,-73.961,07/12/2023,18:00:13,"(40.59092, -73.961)"
B03473,WELLNESS TRANSIT LLC,7183130291,No,15,EAST 21ST STREET,HUNTINGTON,NY,11746,BLACK CAR BASE,40.8331188,-73.4097437,07/12/2023,18:00:13,"(40.8331188, -73.4097437)"
B01963,AFRO CAR SERVICE CORP,7183424200,No,73,HEGEMAN AVENUE,BROOKLYN,NY,11212,LIVERY BASE,40.65609,-73.90948,07/12/2023,18:00:13,"(40.65609, -73.90948)"
B02163,JUNIORS EXPRESS CAR SERVICE INC.,7188591155,No,1509,CORTELYOU ROAD,BROOKLYN,NY,11226,LIVERY BASE,40.641619,-73.96416,07/12/2023,18:00:13,"(40.641619, -73.96416)"
B90496,ASCONA AMBLT SVC INC,7186461611,No,2421,BATH AVENUE,BROOKLYN,NY,11214,PARATRANSIT BASE,40.595422,-73.992368,07/12/2023,18:00:13,"(40.595422, -73.992368)"
B90710,"ROYALTY TRANSPORTATION,LLC",7187715100,No,414,UTICA AVENUE  2ND FLOOR,BROOKLYN,NY,11213,PARATRANSIT BASE,40.664234,-73.931867,07/12/2023,18:00:13,"(40.664234, -73.931867)"
B01233,NEW LACONIA RAD DISP INC,7187982222,No,3934,LACONIA AVENUE,BRONX,NY,10466,LIVERY BASE,40.883201,-73.849761,07/12/2023,18:00:13,"(40.883201, -73.849761)"
B03100,MORELOS CAR SERVICE INC.,7188378200,No,1810,WEST    6 STREET,BROOKLYN,NY,11223,BLACK CAR BASE,40.6032263,-73.978986,07/12/2023,18:00:13,"(40.6032263, -73.978986)"
B02664,CORPORATE CAR LTD.,7184181100,No,7310,88 STREET,GLENDALE,NY,11385,BLACK CAR BASE,40.70868,-73.863547,07/12/2023,18:00:13,"(40.70868, -73.863547)"
B00459,910 CAR SERVICE INC,7182722000,No,866,NEW LOTS AVENUE,BROOKLYN,NY,11208,LIVERY BASE,40.679046,-73.89599,07/12/2023,18:00:13,"(40.679046, -73.89599)"
B03296,ZIP CONNECTIONS INC,2018829654,No,139,WALINGTON AVE,WALINGTON,NJ,07057,BLACK CAR BASE,40.3384771,-74.26094,07/12/2023,18:00:13,"(40.3384771, -74.26094)"
B01332,SKYWAY CAR SERVICE EXPRESS INC.,7183585858,Yes,68-20A,FRESH MEADOW LANE,QUEENS,NY,11365,LIVERY BASE,40.733337,-73.794706,07/12/2023,18:00:13,"(40.733337, -73.794706)"
B03187,A & J CAR SERVICE CORP,6469389605,No,2825,THIRD AVENUE  SUITE 301#C5,BRONX,NY,10455,BLACK CAR BASE,40.8158019,-73.9184149,07/12/2023,18:00:13,"(40.8158019, -73.9184149)"
B01777,PREMIUM RADIO DISP & MULTI SVC,2126942222,Yes,425,EDGECOMBE AVENUE,NEW YORK,NY,10032,LIVERY BASE,40.82983,-73.94008,07/12/2023,18:00:13,"(40.82983, -73.94008)"
B03161,LA MEXICANA EXPRESS 2 INC.,7184373535,No,4611,5 AVENUE,BROOKLYN,NY,11220,BLACK CAR BASE,40.6469831,-74.0080603,07/12/2023,18:00:13,"(40.6469831, -74.0080603)"
B03097,AERO LIMO INC,9175358712,No,53-12,104TH STREET,CORONA,NY,11368,BLACK CAR BASE,40.7411816,-73.8566502,07/12/2023,18:00:13,"(40.7411816, -73.8566502)"
B90058,AHAVA ACCESS INC,7182521111,No,6002,FOSTER AVENUE,BROOKLYN,NY,11236,PARATRANSIT BASE,40.640231,-73.918947,07/12/2023,18:00:13,"(40.640231, -73.918947)"
B02918,LEOPARD INC,7183884488,No,670,FLUSHING AVE  #221,BROOKLYN,NY,11206,BLACK CAR BASE,40.711065,-73.94753,07/12/2023,18:00:13,"(40.711065, -73.94753)"
B02970,FLYTE LINE TRANSPORTATION LLC,8888885466,No,365,RIFLE CAMP ROAD  SUITE 202,WOODLAND,NJ,07424,BLACK CAR BASE,41.083191,-74.149513,07/12/2023,18:00:13,"(41.083191, -74.149513)"
B00196,NEW EASY WAY RADIO DISP INC,2123605555,No,220,EAST  116 STREET,NEW YORK,NY,10029,LIVERY BASE,40.797323,-73.9393,07/12/2023,18:00:13,"(40.797323, -73.9393)"
B03266,HOYT LIMO & SERVICE CORP.,7182045861,No,2303,ASTORIA BOULEVARD,ASTORIA,NY,11102,BLACK CAR BASE,40.7718822,-73.9241116,07/12/2023,18:00:13,"(40.7718822, -73.9241116)"
B90635,SOVEREIGN TRANSPORTATION INC,7184350700,No,3123,CROPSEY AVENUE,BROOKLYN,NY,11224,PARATRANSIT BASE,40.579351,-73.984993,07/12/2023,18:00:13,"(40.579351, -73.984993)"
B90717,ANNSUNCHO CONSULTANTS LTD,9149301790,No,30,FAWN RIDGE DR,CORTLANDT MANOR,NY,10567,PARATRANSIT BASE,41.31664,-73.878666,07/12/2023,18:00:13,"(41.31664, -73.878666)"
B03349,RIDGEWAY TRANSIT INC,7187484444,No,6809,3 AVENUE,BROOKLYN,NY,11220,BLACK CAR BASE,40.6361246,-74.0257149,07/12/2023,18:00:13,"(40.6361246, -74.0257149)"
B01336,BAY EXPRESS CORP.,7182323434,No,2134,86 STREET,BROOKLYN,NY,11214,LIVERY BASE,40.602225,-73.99315,07/12/2023,18:00:13,"(40.602225, -73.99315)"
B02240,NEW APPLE TRANS. INC.,2128889999,No,33-70,PRINCE STREET  #601,FLUSHING,NY,11354,BLACK CAR BASE,40.764583,-73.833837,07/12/2023,18:00:13,"(40.764583, -73.833837)"
B03172,ALLIED BLACK CAR SERVICE LLC.,9295947566,No,2825/2823,3RD AVEUNE  6G,BRONX,NY,10455,BLACK CAR BASE,40.8158019,-73.9184149,07/12/2023,18:00:13,"(40.8158019, -73.9184149)"
B02670,STRIDE TRANSPORTATION INC.,8452015407,No,1040,HEMPSTEAD TURNPIKE  LL2,FRANKLIN SQUARE,NY,11010,LUXURY/LIMOUSINE,40.765428,-73.886184,07/12/2023,18:00:13,"(40.765428, -73.886184)"
B02453,MCW CAR & LIMO INC.,7183870700,No,355,UNION AVENUE,BROOKLYN,NY,11211,BLACK CAR BASE,40.710955,-73.951135,07/12/2023,18:00:13,"(40.710955, -73.951135)"
B02924,CELEBRITY LUXURY INC.,7186180093,No,1748,EAST TREMONT AVENUE,BRONX,NY,10460,BLACK CAR BASE,40.839235,-73.869701,07/12/2023,18:00:13,"(40.839235, -73.869701)"
B03361,D MANNY SAFE RIDE CORP.,7187957699,No,1338,SOUTHERN BOULEVARD,BRONX,NY,10459,BLACK CAR BASE,40.8318519,-73.8907692,07/12/2023,18:00:13,"(40.8318519, -73.8907692)"
B03018,AUREUS LLC,9178872105,No,240,KENT AVENUE,BROOKLYN,NY,11249,BLACK CAR BASE,40.7168599,-73.9656726,07/12/2023,18:00:13,"(40.7168599, -73.9656726)"
B02424,FRIENDLY RIDE INC,7185455466,No,32-72,GALE AVENUE,LIC,NY,11101,LUXURY/LIMOUSINE,40.619641,-73.737598,07/12/2023,18:00:13,"(40.619641, -73.737598)"
B03439,CLJ EXPRESS LIMO SERVICE INC,8335525466,No,1706,LEXINGTON AVENUE,NEW YORK,NY,10029,BLACK CAR BASE,40.792806,-73.9461681,07/12/2023,18:00:13,"(40.792806, -73.9461681)"
B03468,ALPHA LUXURY TRANSPORTATION INC,6467225742,No,1339,PROSPECT AVENUE  # 4,BRONX,NY,10459,BLACK CAR BASE,40.829747,-73.8977483,07/12/2023,18:00:13,"(40.829747, -73.8977483)"
B01009,UNITED LIMO C/M SVC CORP,7183876175,No,208,ROSS STREET,BROOKLYN,NY,11211,LIVERY BASE,40.706479,-73.958924,07/12/2023,18:00:13,"(40.706479, -73.958924)"
B03315,BRISK CAR SERVICE INC.,3478206442,No,495,CLAREMONT PARKWAY  STORE #2,BRONX,NY,10457,BLACK CAR BASE,40.8387959,-73.901869,07/12/2023,18:00:13,"(40.8387959, -73.901869)"
B03459,J & J GREEN LINE LLC,8884545151,No,125,MICHAEL DRIVE SUIT 105  OFFICE 50,SYOSSET,NY,11791,LUXURY/LIMOUSINE,40.8051223,-73.5200074,07/12/2023,18:00:13,"(40.8051223, -73.5200074)"
B02509,NY MINUTE CAR SERVICE INC.,7183657777,No,2809,WEBSTER AVENUE,BRONX,NY,10458,LIVERY BASE,40.866717,-73.88502,07/12/2023,18:00:13,"(40.866717, -73.88502)"
B03450,SYDNEY LUXURY LIMO INC.,3475242008,No,53,WEST 48TH STREET  B1,BAYONNE,NJ,07002,BLACK CAR BASE,40.6827361,-74.1048931,07/12/2023,18:00:13,"(40.6827361, -74.1048931)"
B01300,KENNEDY RAD DISP INC,2122348000,No,3696,BROADWAY,NEW YORK,NY,10031,LIVERY BASE,40.831241,-73.94661,07/12/2023,18:00:13,"(40.831241, -73.94661)"
B01606,LA MEXICANA EXPRESS INC.,7184375555,No,4611,5 AVENUE,BROOKLYN,NY,11220,LIVERY BASE,40.644713,-74.003866,07/12/2023,18:00:13,"(40.644713, -74.003866)"
B03356,UNIK TRANSPORTATION INC.,6468598262,No,570,YONKERS AVENUE  SUITE 204,YONKERS,NY,10704,BLACK CAR BASE,40.9283367,-73.8708731,07/12/2023,18:00:13,"(40.9283367, -73.8708731)"
B00789,VITAL TRANSPORTATION INC.,7184722500,No,41-24,38 STREET,LIC,NY,11101,BLACK CAR BASE,40.746697,-73.926818,07/12/2023,18:00:13,"(40.746697, -73.926818)"
B02410,"POLO LIMOUSINE, CORP.",2122060029,No,325,EAST   88 STREET,NEW YORK,NY,10128,LUXURY/LIMOUSINE,40.778792,-73.949371,07/12/2023,18:00:13,"(40.778792, -73.949371)"
B03177,BERNICE SERVICES INC,7185748888,No,252,JAVA STREET  UNIT 101,BROOKLYN,NY,11222,BLACK CAR BASE,40.7316899,-73.9499074,07/12/2023,18:00:13,"(40.7316899, -73.9499074)"
B03032,A & S LIMOUSINE SERVICE CORP,7184551900,No,712,BROADWAY  2ND FLOOR,BROOKLYN,NY,11206,BLACK CAR BASE,40.7012183,-73.9431655,07/12/2023,18:00:13,"(40.7012183, -73.9431655)"
B03301,ELITE COACH INC.,7184722600,No,32-72,GALE AVE,L.I.C.,NY,11101,LUXURY/LIMOUSINE,40.7379001,-73.9339406,07/12/2023,18:00:13,"(40.7379001, -73.9339406)"
B00692,"CHEERS DISPATCH,INC.",7189654242,No,6202,NEW UTRECHT AVE,BROOKLYN,NY,11219,LIVERY BASE,40.667552,-73.98081,07/12/2023,18:00:13,"(40.667552, -73.98081)"
B03198,"DD&SON,LLC",9175674082,No,7,MARCUS GARVEY BLVD  STE#316,BROOKLYN,NY,11206,BLACK CAR BASE,40.6998901,-73.9410586,07/12/2023,18:00:13,"(40.6998901, -73.9410586)"
B03017,SDR TRANSPORTATION CORP.,7188630002,No,3800,EAST TREMONT AVENUE  #2,BRONX,NY,10465,BLACK CAR BASE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B80169,ROYAL ROSE TRANSPORTATION LLC,3473855149,No,839,TROY AVENUE,BROOKLYN,NY,11203,COMMUTER VAN AUTHORITY BASE,40.652592,-73.935959,07/12/2023,18:00:13,"(40.652592, -73.935959)"
B03430,G-4 CAR SERVICE INC,3477219836,No,909,THIRD AVENUE  #66,NEW YORK,NY,10150,BLACK CAR BASE,40.7583005,-73.9679009,07/12/2023,18:00:13,"(40.7583005, -73.9679009)"
B03131,HYTCH HOLDING LLC,8889948356,No,238,MAIN STREET  SUITE 101,HACKENSACK,NJ,07601,BLACK CAR BASE,40.8856835,-74.0417975,07/12/2023,18:00:13,"(40.8856835, -74.0417975)"
B02999,"TEST BASE, TEST TEST",7183910002,Yes,33,BEAVER STREET,NEW YORK,NY,10503,LIVERY BASE,40.74209,-73.935516,07/12/2023,18:00:13,"(40.74209, -73.935516)"
B02942,FANNY RADIO DISPATCHER SERVICE INC.,7186414444,No,129 - 02,LIBERTY AVENUE  SUITE #6,RICHMOND HILL,NY,11419,BLACK CAR BASE,40.6891158,-73.8160429,07/12/2023,18:00:13,"(40.6891158, -73.8160429)"
B02627,A PEGASUS LIMOUSINE CORP.,9737773007,No,176,SADDLE RIVER AVENUE  BLDG F,HACKENSACK,NJ,07606,LUXURY/LIMOUSINE,40.863348,-74.09752,07/12/2023,18:00:13,"(40.863348, -74.09752)"
B02989,GOOD FRIENDS CAR SERVICE INC,7183218282,No,158-14,NORTHERN BLVD  UNIT#UL-3,FLUSHING,NY,11358,BLACK CAR BASE,40.63186,-73.984917,07/12/2023,18:00:13,"(40.63186, -73.984917)"
B01854,EUROPE LIMOUSINE SERVICE INC,2014773200,No,24,FARVIEW TERRACE,PARAMUS,NJ,07652,LUXURY/LIMOUSINE,40.922042,-74.069773,07/12/2023,18:00:13,"(40.922042, -74.069773)"
B00477,INTA-BORO ACRES INC,7188451705,No,88-19,101 AVENUE,OZONE PARK,NY,11416,BLACK CAR BASE,40.682991,-73.851316,07/12/2023,18:00:13,"(40.682991, -73.851316)"
B01601,YOURS CAR SERVICE INC,7186805200,Yes,7205,3 AVENUE,BROOKLYN,NY,11209,LIVERY BASE,40.633303,-74.026743,07/12/2023,18:00:13,"(40.633303, -74.026743)"
B90545,M.J. TRANS CORP.,7183330400,No,1788,STILLWELL AVENUE,BROOKLYN,NY,11223,PARATRANSIT BASE,40.602774,-73.986703,07/12/2023,18:00:13,"(40.602774, -73.986703)"
B01367,"ROYAL DISPATCH SERVICES, INC.",7187062200,No,32-72,GALE AVENUE,LIC,NY,11101,BLACK CAR BASE,40.744528,-73.92606,07/12/2023,18:00:13,"(40.744528, -73.92606)"
B03381,THE DRIVERS COOPERATIVE INC.,7182696272,No,3100,47TH AVENUE  #303,LONG ISLANDCITY,NY,11101,BLACK CAR BASE,40.8312334,-73.8263054,07/12/2023,18:00:13,"(40.8312334, -73.8263054)"
B01536,FIRST CLASS C/L SVC CORP,2123041111,Yes,4980,BROADWAY,NEW YORK,NY,10034,LIVERY BASE,40.868198,-73.91923,07/12/2023,18:00:13,"(40.868198, -73.91923)"
B03371,ALPACA TRANSPORTATION CORP,3477401856,No,2823,THIRD AVENUE  SUIT 101,BRONX,NY,10455,BLACK CAR BASE,40.8158779,-73.9183437,07/12/2023,18:00:13,"(40.8158779, -73.9183437)"
B01745,AZUAY CORPORATION,7187384994,Yes,96-04,LIBERTY AVE,QUEENS,NY,11417,LIVERY BASE,40.68254,-73.8359,07/12/2023,18:00:13,"(40.68254, -73.8359)"
B03409,COAST TO COAST TRANSFERS LLC,9173052484,No,38-17,CRESCENT STREET,L.I.C.,NY,11101,BLACK CAR BASE,40.7551909,-73.9360027,07/12/2023,18:00:13,"(40.7551909, -73.9360027)"
B01128,PAK-EAGLE INC.,7185751212,Yes,72-55,KISSENA BOULEVARD,FLUSHING,NY,11367,LIVERY BASE,40.727695,-73.8129,07/12/2023,18:00:13,"(40.727695, -73.8129)"
B01057,NEW AMERICAN C/L SVC,7189727979,No,221,DITMAS AVENUE,BROOKLYN,NY,11218,LIVERY BASE,40.635927,-73.976186,07/12/2023,18:00:13,"(40.635927, -73.976186)"
B00449,A KINGS HWY C/S INC.,7186454444,No,1656,EAST   15 STREET,BROOKLYN,NY,11229,LIVERY BASE,40.608951,-73.958486,07/12/2023,18:00:13,"(40.608951, -73.958486)"
B02929,OTTOMAN TRANSPORTATION INC.,7185692525,No,61-43,186TH STREET  C112,FRESH MEADOWS,NY,11365,BLACK CAR BASE,40.764356,-73.884555,07/12/2023,18:00:13,"(40.764356, -73.884555)"
B01553,CITY LINE CAR SERVICE INC,7188485555,No,80-06,101 AVENUE,OZONE PARK,NY,11416,LIVERY BASE,40.680573,-73.858435,07/12/2023,18:00:13,"(40.680573, -73.858435)"
B00235,"ARISTACAR & LIMOUSINE, LTD.",7186433900,No,241,37 STREET  STE#1-4-B443,BROOKLYN,NY,11232,BLACK CAR BASE,40.678782,-73.989979,07/12/2023,18:00:13,"(40.678782, -73.989979)"
B03433,STATUS RIDE LLC,3476564141,No,638,EDWARD TERRACE,WEST HEMPSTEAD,NY,11552,LUXURY/LIMOUSINE,40.695157,-73.66668,07/12/2023,18:00:13,"(40.695157, -73.66668)"
B03160,"CURB TRANSPORTATION SERVICES,LLC",7187011317,No,11-11,34 AVENUE,LIC,NY,11106,BLACK CAR BASE,40.7648,-73.9808,07/12/2023,18:00:13,"(40.7648, -73.9808)"
B03463,APOYO TRANSPORTATION LLC,3479475455,No,3148,EAST TREMONT AVENUE  STE 1,BRONX,NY,10461,BLACK CAR BASE,40.8375914,-73.8347309,07/12/2023,18:00:13,"(40.8375914, -73.8347309)"
B02279,MATAMOROS CAR SERVICE INC.,7183900035,No,1017,POST AVENUE,STATEN ISLAND,NY,10302,LIVERY BASE,40.633003,-74.134202,07/12/2023,18:00:13,"(40.633003, -74.134202)"
B03126,YUR DRIVERS NETWORK INC,2019875702,No,151,WEST PASSAIC ST  2ND FL,ROCHELLE PARK,NJ,07662,BLACK CAR BASE,40.9125403,-74.0785644,07/12/2023,18:00:13,"(40.9125403, -74.0785644)"
B00290,ZPI CORPORATION,7185076363,No,112-47,ROOSEVELT AVENUE,CORONA,NY,11368,LIVERY BASE,40.752235,-73.85365,07/12/2023,18:00:13,"(40.752235, -73.85365)"
B02026,A RIDE FOR ALL LLC,7187067433,No,36-31,10TH STREET,LIC,NY,11106,LIVERY BASE,40.760313,-73.9412,07/12/2023,18:00:13,"(40.760313, -73.9412)"
B02492,"EZCAR.COM, LLC",7189656150,No,712,THIRD AVENUE,BROOKLYN,NY,11232,BLACK CAR BASE,40.663353,-73.998939,07/12/2023,18:00:13,"(40.663353, -73.998939)"
B03011,GOOD DAY TRANSPORTATION INC,3475336221,No,5709,FLATLANDS AVENUE,BROOKLYN,NY,11234,BLACK CAR BASE,40.6473546,-73.9689423,07/12/2023,18:00:13,"(40.6473546, -73.9689423)"
B00170,EMUNAH CAR SERVICE INC,7189750909,No,1311,51 STREET,BROOKLYN,NY,11219,LIVERY BASE,40.633811,-73.992805,07/12/2023,18:00:13,"(40.633811, -73.992805)"
B00856,BEE-BEE CAR SERVICE INC.,7184982525,No,663,BLAKE AVENUE,BROOKLYN,NY,11207,LIVERY BASE,40.668117,-73.894177,07/12/2023,18:00:13,"(40.668117, -73.894177)"
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,7183668800,No,896,WYCKOFF AVENUE  2R,BROOKLYN,NY,11237,LIVERY BASE,40.696906,-73.906739,07/12/2023,18:00:13,"(40.696906, -73.906739)"
B03436,AKI MOBILITY INC,9292096765,No,11-48,46 ROAD,QUEENS,NY,11101,BLACK CAR BASE,40.7452039,-73.9489361,07/12/2023,18:00:13,"(40.7452039, -73.9489361)"
B01364,NY ATLIXCO CAR SERVICE INC,7184245800,No,102-20,35 AVENUE,CORONA,NY,11368,LIVERY BASE,40.75458,-73.86581,07/12/2023,18:00:13,"(40.75458, -73.86581)"
